Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,
2026-03-02 00:18:00+00:00,24720.5,24729.0,24720.5,24726.75,200
2026-03-02 00:19:00+00:00,24731.5,24734.0,24712.75,24721.5,309
2026-03-02 00:20:00+00:00,24728.5,24733.25,24724.5,24733.25,137
2026-03-02 00:21:00+00:00,24726.5,24729.25,24718.5,24728.5,185
2026-03-02 00:22:00+00:00,24726.75,24727.0,24721.5,24726.5,175
2026-03-02 00:23:00+00:00,24733.75,24739.0,24722.0,24725.0,187
2026-03-02 00:24:00+00:00,24740.75,24747.5,24732.25,24733.75,197
2026-03-02 00:25:00+00:00,24745.5,24747.5,24733.5,24742.0,208
2026-03-02 00:26:00+00:00,24731.5,24746.0,24726.75,24745.0,158
2026-03-02 00:27:00+00:00,24728.25,24737.75,24725.5,24730.5,174
2026-03-02 00:28:00+00:00,24718.25,24729.5,24715.0,24727.25,352
2026-03-02 00:29:00+00:00,24733.0,24734.25,24715.75,24717.75,140
2026-03-02 00:30:00+00:00,24732.0,24739.0,24730.25,24732.0,136
2026-03-02 00:31:00+00:00,24724.25,24732.25,24723.25,24732.25,189
2026-03-02 00:32:00+00:00,24729.5,24734.5,24723.25,24725.5,335
2026-03-02 00:33:00+00:00,24717.5,24733.5,24715.5,24732.5,379
2026-03-02 00:34:00+00:00,24727.75,24730.0,24714.0,24717.0,194
2026-03-02 00:35:00+00:00,24724.75,24730.25,24723.75,24728.5,84
2026-03-02 00:36:00+00:00,24721.5,24728.75,24720.25,24725.25,61
2026-03-02 00:37:00+00:00,24727.5,24728.5,24718.0,24720.0,109
2026-03-02 00:38:00+00:00,24731.5,24736.0,24726.5,24727.25,280
2026-03-02 00:39:00+00:00,24732.0,24734.75,24728.75,24731.5,79
2026-03-02 00:40:00+00:00,24746.75,24747.0,24733.0,24734.25,129
2026-03-02 00:41:00+00:00,24741.75,24748.0,24739.5,24745.5,88
2026-03-02 00:42:00+00:00,24745.0,24747.0,24740.25,24744.0,99
2026-03-02 00:43:00+00:00,24748.0,24748.25,24744.5,24744.5,70
2026-03-02 00:44:00+00:00,24753.5,24756.5,24744.0,24748.5,526
2026-03-02 00:45:00+00:00,24769.25,24770.25,24756.5,24757.25,281
2026-03-02 00:46:00+00:00,24765.25,24770.0,24760.5,24769.0,209
